Survey Years,Sex,Age Group,Race and Hispanic Origin,Nutrient,Mean,Standard Error,Lower 95% CI Limit,Upper 95% CI Limit,Note1,Note2,Notea,Noteb
2005-2006,Female,60-69,All,Calcium,783.3,34.4,715.3,851.3,,,,
2005-2006,Female,70 and over,All,Calcium,752.0,28.7,695.4,808.7,,,,
2005-2006,Male,2-19,All,Calcium,1186.5,45.5,1276.4,1096.5,,,,
2005-2006,Male,2-5,All,Calcium,955.4,28.2,899.7,1011.1,,,,
2005-2006,Male,6-11,All,Calcium,1079.0,29.1,1021.5,1136.6,,,,
2005-2006,Male,12-19,All,Calcium,1186.5,45.5,1096.5,1276.4,,,,
2005-2006,Male,20 and over,All,Calcium,1072.6,22.6,1117.1,1028.0,,,,
2005-2006,Male,20-29,All,Calcium,1102.7,41.7,1020.2,1185.1,,,,
2005-2006,Male,30-39,All,Calcium,1227.1,50.9,1126.6,1327.6,,,,
2005-2006,Male,40-49,All,Calcium,1099.1,41.2,1017.7,1180.6,,,,
2005-2006,Male,50-59,All,Calcium,1020.4,35.9,949.5,1091.3,,,,
2005-2006,Male,60-69,All,Calcium,963.4,45.5,873.6,1053.2,,,,
2005-2006,Male,70 and over,All,Calcium,881.1,27.2,827.3,934.8,,,,
2005-2006,All,2-19,All,Dietary Fiber,13.9,0.3,14.4,13.3,,,,
2005-2006,All,2-19,Non-Hispanic White,Dietary Fiber,14.1,0.4,14.9,13.4,,,,
2005-2006,All,2-19,Non-Hispanic Black,Dietary Fiber,11.9,0.5,12.8,10.9,,,,
2005-2006,All,2-19,Non-Hispanic Asian,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2-19,Hispanic,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2-19,Mexican American,Dietary Fiber,15.8,0.5,16.8,14.9,,,,
2005-2006,All,2-5,All,Dietary Fiber,10.7,0.3,10.1,11.3,,,,
2005-2006,All,6-11,All,Dietary Fiber,13.0,0.4,12.3,13.8,,,,
2005-2006,All,12-19,All,Dietary Fiber,13.9,0.3,13.3,14.4,,,,
2005-2006,All,20 and over,All,Dietary Fiber,15.9,0.3,16.5,15.3,,,,
2005-2006,All,20 and over,Non-Hispanic White,Dietary Fiber,16.1,0.4,16.8,15.4,,,,
2005-2006,All,20 and over,Non-Hispanic Black,Dietary Fiber,13.2,0.4,13.9,12.5,,,,
2005-2006,All,20 and over,Non-Hispanic Asian,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,20 and over,Hispanic,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,20 and over,Mexican American,Dietary Fiber,19.1,0.6,20.3,17.9,,,,
2005-2006,All,20-29,All,Dietary Fiber,14.7,0.5,13.7,15.7,,,,
2005-2006,All,30-39,All,Dietary Fiber,16.8,0.6,15.5,18.0,,,,
2005-2006,All,40-49,All,Dietary Fiber,16.2,0.6,15.0,17.3,,,,
2005-2006,All,50-59,All,Dietary Fiber,16.6,0.6,15.3,17.9,,,,
2005-2006,All,60-69,All,Dietary Fiber,15.8,0.5,14.8,16.7,,,,
2005-2006,All,70 and over,All,Dietary Fiber,14.9,0.5,13.9,16.0,,,,
2005-2006,Female,2-19,All,Dietary Fiber,12.4,0.5,13.3,11.4,,,,
2005-2006,Female,2-5,All,Dietary Fiber,10.4,0.5,9.5,11.4,,,,
2005-2006,Female,6-11,All,Dietary Fiber,12.0,0.4,11.2,12.7,,,,
2005-2006,Female,12-19,All,Dietary Fiber,12.4,0.5,11.4,13.3,,,,
2005-2006,Female,20 and over,All,Dietary Fiber,14.1,0.3,14.8,13.4,,,,
2005-2006,Female,20-29,All,Dietary Fiber,12.9,0.7,11.4,14.4,,,,
2005-2006,Female,30-39,All,Dietary Fiber,14.6,0.7,13.3,15.9,,,,
2005-2006,Female,40-49,All,Dietary Fiber,14.4,0.6,13.2,15.6,,,,
2005-2006,Female,50-59,All,Dietary Fiber,14.9,0.7,13.4,16.3,,,,
2005-2006,Female,60-69,All,Dietary Fiber,14.3,0.5,13.3,15.4,,,,
2005-2006,Female,70 and over,All,Dietary Fiber,13.6,0.7,12.3,14.9,,,,
2005-2006,Male,2-19,All,Dietary Fiber,15.2,0.4,16.0,14.4,,,,
2005-2006,Male,2-5,All,Dietary Fiber,11.0,0.5,10.1,11.9,,,,
2005-2006,Male,6-11,All,Dietary Fiber,14.1,0.5,13.1,15.0,,,,
2005-2006,Male,12-19,All,Dietary Fiber,15.2,0.4,14.4,16.0,,,,
2005-2006,Male,20 and over,All,Dietary Fiber,17.8,0.4,18.6,17.1,,,,
2005-2006,Male,20-29,All,Dietary Fiber,16.6,0.7,15.3,17.9,,,,
2005-2006,Male,30-39,All,Dietary Fiber,18.9,0.9,17.0,20.7,,,,
2005-2006,Male,40-49,All,Dietary Fiber,18.2,0.8,16.5,19.8,,,,
2005-2006,Male,50-59,All,Dietary Fiber,18.3,0.8,16.7,20.0,,,,
2005-2006,Male,60-69,All,Dietary Fiber,17.5,0.6,16.3,18.7,,,,
2005-2006,Male,70 and over,All,Dietary Fiber,16.8,0.6,15.6,17.9,,,,
2005-2006,All,2-19,All,Iron,16.6,0.3,17.2,16.0,,,,
2005-2006,All,2-19,Non-Hispanic White,Iron,17.3,0.5,18.2,16.4,,,,
2005-2006,All,2-19,Non-Hispanic Black,Iron,15.0,0.6,16.2,13.7,,,,
2005-2006,All,2-19,Non-Hispanic Asian,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2-19,Hispanic,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2-19,Mexican American,Iron,16.4,0.6,17.5,15.4,,,,
2005-2006,All,2-5,All,Iron,12.3,0.4,11.5,13.1,,,,
2005-2006,All,6-11,All,Iron,14.6,0.3,14.0,15.3,,,,
2005-2006,All,12-19,All,Iron,16.6,0.3,16.0,17.2,,,,
2005-2006,All,20 and over,All,Iron,16.2,0.2,16.6,15.8,,,,
2005-2006,All,20 and over,Non-Hispanic White,Iron,16.6,0.3,17.2,16.1,,,,
2005-2006,All,20 and over,Non-Hispanic Black,Iron,14.6,0.3,15.1,14.1,,,,
2005-2006,All,20 and over,Non-Hispanic Asian,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,20 and over,Hispanic,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,20 and over,Mexican American,Iron,15.8,0.4,16.6,14.9,,,,
2005-2006,All,20-29,All,Iron,16.9,0.4,16.0,17.7,,,,
2005-2006,All,30-39,All,Iron,17.7,0.6,16.5,18.9,,,,
2005-2006,All,40-49,All,Iron,16.3,0.4,15.5,17.1,,,,
2005-2006,All,50-59,All,Iron,15.7,0.6,14.5,16.9,,,,
2005-2006,All,60-69,All,Iron,15.2,0.7,13.9,16.5,,,,
2005-2006,All,70 and over,All,Iron,14.5,0.3,14.0,15.1,,,,
2005-2006,Female,2-19,All,Iron,13.3,0.4,14.1,12.6,,,,
2005-2006,Female,2-5,All,Iron,11.6,0.5,10.7,12.5,,,,
2005-2006,Female,6-11,All,Iron,13.8,0.7,12.5,15.1,,,,
2005-2006,Female,12-19,All,Iron,13.3,0.4,12.6,14.1,,,,
2005-2006,Female,20 and over,All,Iron,13.8,0.2,14.1,13.4,,,,
2005-2006,Female,20-29,All,Iron,14.4,0.5,13.4,15.4,,,,
2005-2006,Female,30-39,All,Iron,14.9,0.6,13.6,16.1,,,,
2005-2006,Female,40-49,All,Iron,13.9,0.5,13.0,14.8,,,,
2005-2006,Female,50-59,All,Iron,13.2,0.6,12.0,14.4,,,,
2005-2006,Female,60-69,All,Iron,12.8,0.5,11.7,13.8,,,,
2005-2006,Female,70 and over,All,Iron,12.8,0.5,11.9,13.8,,,,
2005-2006,Male,2-19,All,Iron,19.6,0.6,20.7,18.5,,,,
2005-2006,Male,2-5,All,Iron,13.0,0.5,12.0,14.0,,,,
2005-2006,Male,6-11,All,Iron,15.4,0.3,14.8,16.1,,,,
2005-2006,Male,12-19,All,Iron,19.6,0.6,18.5,20.7,,,,
2005-2006,Male,20 and over,All,Iron,18.9,0.3,19.4,18.4,,,,
2005-2006,Male,20-29,All,Iron,19.3,0.7,17.9,20.7,,,,
2005-2006,Male,30-39,All,Iron,20.4,0.9,18.7,22.1,,,,
2005-2006,Male,40-49,All,Iron,19.0,0.6,17.8,20.3,,,,
2005-2006,Male,50-59,All,Iron,18.2,0.7,16.8,19.6,,,,
2005-2006,Male,60-69,All,Iron,17.9,1.0,16.0,19.9,,,,
2005-2006,Male,70 and over,All,Iron,16.9,0.4,16.2,17.7,,,,
2005-2006,All,2-19,All,Potassium,2220.7,40.8,2301.4,2140.1,,,,
2005-2006,All,2-19,Non-Hispanic White,Potassium,2456.4,74.4,2603.3,2309.5,,,,
2005-2006,All,2-19,Non-Hispanic Black,Potassium,2089.4,65.3,2218.3,1960.4,,,,
2005-2006,All,2-19,Non-Hispanic Asian,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2-19,Hispanic,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2-19,Mexican American,Potassium,2438.7,91.7,2619.8,2257.5,,,,
2005-2006,All,2-5,All,Potassium,2030.1,41.2,1948.8,2111.4,,,,
2005-2006,All,6-11,All,Potassium,2136.8,56.3,2025.6,2248.0,,,,
2005-2006,All,12-19,All,Potassium,2369.4,54.3,2262.1,2476.7,,,,
2005-2006,All,20 and over,All,Potassium,2754.3,36.9,2827.1,2681.4,,,,
2005-2006,All,20 and over,Non-Hispanic White,Potassium,2831.7,36.0,2902.8,2760.7,,,,
2005-2006,All,20 and over,Non-Hispanic Black,Potassium,2352.1,44.3,2439.5,2264.7,,,,
2005-2006,All,20 and over,Non-Hispanic Asian,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,20 and over,Hispanic,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,20 and over,Mexican American,Potassium,2732.5,83.0,2896.6,2568.5,,,,
2005-2006,All,20-29,All,Potassium,2576.4,65.8,2446.5,2706.4,,,,
2005-2006,All,30-39,All,Potassium,2923.0,49.0,2826.1,3019.9,,,,
2005-2006,All,40-49,All,Potassium,2852.5,54.4,2745.0,2960.0,,,,
2005-2006,All,50-59,All,Potassium,2867.7,91.5,2687.0,3048.5,,,,
2005-2006,All,60-69,All,Potassium,2700.7,81.7,2539.2,2862.1,,,,
2005-2006,All,70 and over,All,Potassium,2488.2,62.9,2363.9,2612.5,,,,
2005-2006,Female,2-19,All,Potassium,1989.4,39.8,2068.0,1910.7,,,,
2005-2006,Female,2-5,All,Potassium,1976.8,64.2,1850.0,2103.7,,,,
2005-2006,Female,6-11,All,Potassium,2015.8,75.9,1865.8,2165.7,,,,
2005-2006,Female,12-19,All,Potassium,1976.1,56.1,1865.2,2086.9,,,,
2005-2006,Female,20 and over,All,Potassium,2366.0,37.7,2440.3,2291.6,,,,
2005-2006,Female,20-29,All,Potassium,2205.3,115.1,1977.9,2432.7,,,,
2005-2006,Female,30-39,All,Potassium,2453.4,69.5,2316.2,2590.6,,,,
2005-2006,Female,40-49,All,Potassium,2443.5,39.7,2364.9,2522.0,,,,
2005-2006,Female,50-59,All,Potassium,2457.8,91.5,2276.9,2638.6,,,,
2005-2006,Female,60-69,All,Potassium,2375.9,84.8,2208.5,2543.4,,,,
2005-2006,Female,70 and over,All,Potassium,2222.7,74.9,2074.7,2370.7,,,,
2005-2006,Male,2-19,All,Potassium,2443.3,55.0,2552.0,2334.7,,,,
2005-2006,Male,2-5,All,Potassium,2083.5,56.8,1971.3,2195.6,,,,
2005-2006,Male,6-11,All,Potassium,2258.5,48.9,2162.0,2355.0,,,,
2005-2006,Male,12-19,All,Potassium,2729.5,75.8,2579.8,2879.3,,,,
2005-2006,Male,20 and over,All,Potassium,3174.5,43.2,3259.9,3089.2,,,,
2005-2006,Male,20-29,All,Potassium,2950.8,73.9,2804.8,3096.9,,,,
2005-2006,Male,30-39,All,Potassium,3376.9,75.3,3228.2,3525.7,,,,
2005-2006,Male,40-49,All,Potassium,3310.9,76.7,3159.5,3462.4,,,,
2005-2006,Male,50-59,All,Potassium,3282.8,101.4,3082.5,3483.0,,,,
2005-2006,Male,60-69,All,Potassium,3076.9,110.6,2858.5,3295.3,,,,
2005-2006,Male,70 and over,All,Potassium,2862.8,75.9,2712.9,3012.7,,,,
2005-2006,All,2-19,All,Saturated Fat,30.3,0.7,29.0,31.7,,,,
2005-2006,All,2-19,Non-Hispanic White,Saturated Fat,32.0,0.8,30.4,33.6,,,,
2005-2006,All,2-19,Non-Hispanic Black,Saturated Fat,28.8,1.3,26.3,31.3,,,,
2005-2006,All,2-19,Non-Hispanic Asian,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2-19,Hispanic,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2-19,Mexican American,Saturated Fat,27.0,0.8,25.4,28.5,,,,
2005-2006,All,2-5,All,Saturated Fat,20.3,0.5,19.2,21.3,,,,
2005-2006,All,6-11,All,Saturated Fat,26.8,0.6,25.7,28.0,,,,
2005-2006,All,12-19,All,Saturated Fat,30.3,0.7,29.0,31.7,,,,
2005-2006,All,20 and over,All,Saturated Fat,28.1,0.6,27.0,29.2,,,,
2005-2006,All,20 and over,Non-Hispanic White,Saturated Fat,29.0,0.7,27.7,30.3,,,,
2005-2006,All,20 and over,Non-Hispanic Black,Saturated Fat,26.6,0.8,25.1,28.2,,,,
2007-2008,Male,2 and over,All,Dietary Fiber,16.6,0.5,15.7,17.6,,,,
2005-2006,All,20 and over,Non-Hispanic Asian,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,20 and over,Hispanic,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,20 and over,Mexican American,Saturated Fat,25.6,0.7,24.2,26.9,,,,
2005-2006,All,20-29,All,Saturated Fat,29.7,1.1,27.5,31.8,,,,
2005-2006,All,30-39,All,Saturated Fat,31.7,1.1,29.5,33.9,,,,
2005-2006,All,40-49,All,Saturated Fat,29.4,0.8,27.8,31.0,,,,
2005-2006,All,50-59,All,Saturated Fat,28.0,0.9,26.1,29.8,,,,
2005-2006,All,60-69,All,Saturated Fat,24.2,0.9,22.5,25.9,,,,
2005-2006,All,70 and over,All,Saturated Fat,22.0,0.6,20.9,23.1,,,,
2005-2006,Female,2-19,All,Saturated Fat,24.6,0.5,23.7,25.6,,,,
2005-2006,Female,2-5,All,Saturated Fat,19.1,0.9,17.4,20.8,,,,
2005-2006,Female,6-11,All,Saturated Fat,25.4,0.7,24.0,26.8,,,,
2005-2006,Female,12-19,All,Saturated Fat,24.6,0.5,23.7,25.6,,,,
2005-2006,Female,20 and over,All,Saturated Fat,23.2,0.6,22.1,24.3,,,,
2005-2006,Female,20-29,All,Saturated Fat,25.6,1.4,22.9,28.3,,,,
2005-2006,Female,30-39,All,Saturated Fat,24.4,0.7,23.1,25.8,,,,
2005-2006,Female,40-49,All,Saturated Fat,24.3,1.0,22.3,26.4,,,,
2005-2006,Female,50-59,All,Saturated Fat,22.7,0.9,20.9,24.5,,,,
2005-2006,Female,60-69,All,Saturated Fat,21.0,1.1,18.8,23.3,,,,
2005-2006,Female,70 and over,All,Saturated Fat,19.2,0.5,18.2,20.3,,,,
2005-2006,Male,2-19,All,Saturated Fat,35.6,0.9,33.7,37.4,,,,
2005-2006,Male,2-5,All,Saturated Fat,21.4,0.6,20.3,22.5,,,,
2005-2006,Male,6-11,All,Saturated Fat,28.3,0.7,27.0,29.7,,,,
2005-2006,Male,12-19,All,Saturated Fat,35.6,0.9,33.7,37.4,,,,
2005-2006,Male,20 and over,All,Saturated Fat,33.4,0.7,32.1,34.8,,,,
2005-2006,Male,20-29,All,Saturated Fat,33.8,1.3,31.2,36.3,,,,
2005-2006,Male,30-39,All,Saturated Fat,38.7,1.6,35.6,41.8,,,,
2005-2006,Male,40-49,All,Saturated Fat,35.2,1.0,33.1,37.2,,,,
2005-2006,Male,50-59,All,Saturated Fat,33.3,1.6,30.1,36.5,,,,
2005-2006,Male,60-69,All,Saturated Fat,27.9,1.2,25.5,30.3,,,,
2005-2006,Male,70 and over,All,Saturated Fat,25.8,0.8,24.2,27.5,,,,
2005-2006,All,2-19,All,Sodium,3636.7,90.4,3458.2,3815.3,,,,
2005-2006,All,2-19,Non-Hispanic White,Sodium,3777.5,124.5,3531.6,4023.4,,,,
2005-2006,All,2-19,Non-Hispanic Black,Sodium,3409.4,169.7,3074.1,3744.7,,,,
2005-2006,All,2-19,Non-Hispanic Asian,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2-19,Hispanic,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2-19,Mexican American,Sodium,3353.1,86.1,3183.1,3523.1,,,,
2005-2006,All,2-5,All,Sodium,2270.3,34.2,2202.7,2337.9,,,,
2005-2006,All,6-11,All,Sodium,3083.4,75.0,2935.3,3231.5,,,,
2005-2006,All,12-19,All,Sodium,3636.7,90.4,3458.2,3815.3,,,,
2005-2006,All,20 and over,All,Sodium,3531.1,54.2,3424.1,3638.1,,,,
2005-2006,All,20 and over,Non-Hispanic White,Sodium,3597.0,63.2,3472.1,3721.9,,,,
2005-2006,All,20 and over,Non-Hispanic Black,Sodium,3337.0,90.4,3158.3,3515.6,,,,
2005-2006,All,20 and over,Non-Hispanic Asian,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,20 and over,Hispanic,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,20 and over,Mexican American,Sodium,3298.4,91.8,3117.1,3479.8,,,,
2005-2006,All,20-29,All,Sodium,3788.3,106.1,3578.7,3997.9,,,,
2005-2006,All,30-39,All,Sodium,3963.7,102.6,3760.9,4166.5,,,,
2005-2006,All,40-49,All,Sodium,3667.9,106.0,3458.6,3877.2,,,,
2005-2006,All,50-59,All,Sodium,3475.3,88.7,3300.1,3650.5,,,,
2005-2006,All,60-69,All,Sodium,3130.4,87.7,2957.0,3303.7,,,,
2005-2006,All,70 and over,All,Sodium,2705.0,43.1,2619.8,2790.2,,,,
2005-2006,Female,2-19,All,Sodium,2949.9,88.9,2774.2,3125.5,,,,
2005-2006,Female,2-5,All,Sodium,2145.7,63.4,2020.4,2271.0,,,,
2005-2006,Female,6-11,All,Sodium,2965.6,100.3,2767.3,3163.8,,,,
2005-2006,Female,12-19,All,Sodium,2949.9,88.9,2774.2,3125.5,,,,
2005-2006,Female,20 and over,All,Sodium,2933.2,50.4,2833.7,3032.7,,,,
2005-2006,Female,20-29,All,Sodium,3106.8,122.4,2865.1,3348.6,,,,
2005-2006,Female,30-39,All,Sodium,3186.5,98.4,2992.2,3380.9,,,,
2005-2006,Female,40-49,All,Sodium,3058.8,90.0,2881.0,3236.7,,,,
2005-2006,Female,50-59,All,Sodium,3000.7,70.2,2862.0,3139.4,,,,
2005-2006,Female,60-69,All,Sodium,2605.8,78.7,2450.4,2761.3,,,,
2005-2006,Female,70 and over,All,Sodium,2395.4,53.6,2289.5,2501.3,,,,
2005-2006,Male,2-19,All,Sodium,4265.6,108.4,4051.4,4479.8,,,,
2005-2006,Male,2-5,All,Sodium,2395.1,29.4,2336.9,2453.3,,,,
2005-2006,Male,6-11,All,Sodium,3201.9,81.9,3040.1,3363.7,,,,
2005-2006,Male,12-19,All,Sodium,4265.6,108.4,4051.4,4479.8,,,,
2005-2006,Male,20 and over,All,Sodium,4178.3,67.1,4045.6,4310.9,,,,
2005-2006,Male,20-29,All,Sodium,4475.7,127.4,4224.0,4727.5,,,,
2005-2006,Male,30-39,All,Sodium,4715.0,140.0,4438.3,4991.6,,,,
2005-2006,Male,40-49,All,Sodium,4350.4,147.6,4058.8,4642.0,,,,
2005-2006,Male,50-59,All,Sodium,3955.8,150.6,3658.3,4253.3,,,,
2005-2006,Male,60-69,All,Sodium,3738.1,134.8,3471.8,4004.4,,,,
2005-2006,Male,70 and over,All,Sodium,3141.8,68.6,3006.2,3277.4,,,,
2005-2006,All,2-19,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,2-19,Non-Hispanic White,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,2-19,Non-Hispanic Black,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,2-19,Non-Hispanic Asian,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2005-2006,All,2-19,Hispanic,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2005-2006,All,2-19,Mexican American,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,2-5,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,6-11,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,12-19,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,20 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,20 and over,Non-Hispanic White,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,20 and over,Non-Hispanic Black,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,20 and over,Non-Hispanic Asian,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2005-2006,All,20 and over,Hispanic,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2005-2006,All,20 and over,Mexican American,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,20-29,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,30-39,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,40-49,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,50-59,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,60-69,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,70 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,2-19,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,2-5,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,6-11,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,12-19,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,20 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,20-29,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,30-39,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,40-49,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,50-59,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,60-69,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,70 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,2-19,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,2-5,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,6-11,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
